"id","sp_id","user_id","review","rating"
"24d278ca-bf44-4a92-96db-764ca10f72ef","17c2ba9d-12d6-4e71-ba3c-34ddb4676816",OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Terkadang ada perbedaan pendapat, namun perusahaan ini selalu mencari cara untuk mencapai kesepakatan yang saling menguntungkan.",4
"5991cd34-6b10-482c-8c0e-9987639aa636",c82e6b7a-01fe-4406-9fc9-cb0a48c93e35,y4TOqSFLXtacjUX7MMsxH8XT0D03,"Kami melalui beberapa tantangan bersama, namun hasil kerjasama ini sungguh membanggakan. Sukses terus!",2
"8f0a8f6d-b778-4456-915e-551d5226dffd","004a668f-f664-47f0-a452-54cc5458bea3",OFt6HkGGNcfL1TXYmOxbHr01cxT2,Kerjasama ini penuh dengan perasaan positif dan semangat. Saya tidak sabar untuk melihat apa yang akan terjadi selanjutnya.,5
"4de9575a-6f64-439c-87f7-be6a9096cd4b",c801196e-b8f8-47e9-af9c-02f09e688c82,DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Terkadang ada perbedaan pendapat, namun perusahaan ini selalu mencari cara untuk mencapai kesepakatan yang saling menguntungkan.",4
"20903516-d2dd-4d44-87cc-d5f4574f70ec",ee13d8ba-82a0-439d-a57f-96d5e4c7d665,OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Beberapa masalah muncul, namun respons cepat dan solusi yang diberikan membuat semuanya menjadi lebih baik.",4
ac0c0d10-ebf3-4cb3-9288-5670936a521e,"554878d3-22ed-40ed-a149-ab89ed5f0c0b",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Saat kami berada dalam kesulitan, perusahaan ini memberikan dukungan moral yang membuat hati kami hangat.",5
"62a2dead-c33c-48ac-b4a1-54af4833a021","5e31ee14-dec1-4afb-8244-f30001c34340",DF0qe2AVtHbSuI4GSNq5BS5kVi63,Kerjasama ini membuat saya merasa puas dan senang. Terima kasih atas tim yang luar biasa!,4
"9c470873-87e7-476b-8812-4532f6a7781a","17c2ba9d-12d6-4e71-ba3c-34ddb4676816",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Ada momen ketegangan, tetapi kerjasama ini membuktikan bahwa perusahaan ini dapat mengatasi segala tantangan dengan baik.",3
"2c231306-2625-4b61-ae3b-7d5cadc1a9d0","55584e8e-13ed-432d-8801-5c388c5295b4",JM0ACCkdDldG95EFbDG6r8hTM8q2,"Kerjasama ini membuat saya merasakan berbagai emosi, tetapi hasilnya sangat memuaskan.",4
"4c6d8c25-7440-4ebc-92a1-d51378ca6531",f2a33000-4d6c-4e98-985f-4e5cc6a94ca7,DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Saat kami berada dalam kesulitan, perusahaan ini memberikan dukungan moral yang membuat hati kami hangat.",4
"6f423424-08c6-4ae1-b993-4de1ca284aea","9953b42d-250b-4bc6-a4a2-1ec5915ffec0",OFt6HkGGNcfL1TXYmOxbHr01cxT2,Saya merasa sangat dihargai sebagai mitra kerjasama. Ini membuat saya merasa lebih percaya diri.,2
"9e65a1fc-d72e-46d3-b645-09e4542e80e6",e61d8c83-099b-4a83-897f-45dbbdc6c9e3,gb6V5uGeZSSrGwWlpKS1d6BXv242,"Ada rasa khawatir saat memulai kerjasama, namun semua ketakutan itu hilang ketika melihat dedikasi dan profesionalisme perusahaan ini.",5
fb724907-9c26-42e5-bb3d-121403e88ffd,ce0a5998-7f57-4ee4-86ff-91fc1a14c1c5,DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Saya merasa tertantang, tetapi di akhir hari, hasil kerjasama ini membuat saya sangat bahagia.",5
"8cc5e386-c834-4dc3-bf2c-6835891d2c05","7837d5a3-5342-42b5-aacd-37f1bb09d60b",gb6V5uGeZSSrGwWlpKS1d6BXv242,"Terkadang ada perbedaan pendapat, namun perusahaan ini selalu mencari cara untuk mencapai kesepakatan yang saling menguntungkan.",2
"3fa2c008-9b68-4006-8bae-c40675634f9b",c715a4d4-b497-4b95-8f3f-5377943a963f,DF0qe2AVtHbSuI4GSNq5BS5kVi63,Saya merasa terharu dengan dukungan yang diberikan oleh perusahaan ini. Mereka sungguh peduli terhadap kesuksesan kami.,1
"00b809af-9811-4fda-817e-3eeb9af9e49d",ccf8b7a7-a704-45e8-871f-00e9d2a1a10e,NgNDTSxKEeV4nzODnak4iOGp6pu1,"Terkadang ada perbedaan pendapat, namun perusahaan ini selalu mencari cara untuk mencapai kesepakatan yang saling menguntungkan.",3
bf7ad5f5-2031-4fbb-8f28-da4e2d31b475,"44896ff7-20d5-46dc-a38d-a32bf92798a3",NgNDTSxKEeV4nzODnak4iOGp6pu1,Keberanian perusahaan ini dalam mengambil risiko membuat saya bangga menjadi bagian dari kerjasama ini.,3
"694d8722-1e39-4c64-bae8-f8488a5d6034","2ccac22a-aba0-4723-8167-ae703e654b72",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Kerjasama ini membuat saya merasakan berbagai emosi, tetapi hasilnya sangat memuaskan.",3
d60c7d0e-c4e0-4c43-b743-e1442c5104b0,f0baf0dc-1338-4096-8457-47476bcf6bc8,JM0ACCkdDldG95EFbDG6r8hTM8q2,Saya sangat senang bisa menjalin kerjasama dengan perusahaan yang memiliki visi dan misi yang sejalan dengan kami.,1
baec043e-466e-45a4-afff-f207702ac985,"46989c97-4bb0-4228-8c5f-ffb32418aac9",DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Saat kami berada dalam kesulitan, perusahaan ini memberikan dukungan moral yang membuat hati kami hangat.",5
"964a5ff0-5276-434d-9054-1ca96397387e","37053e35-b0a4-4fca-a971-0901d33e1cec",OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Beberapa masalah muncul, namun respons cepat dan solusi yang diberikan membuat semuanya menjadi lebih baik.",2
"54d899c2-9a07-4381-891e-51fea107da07",c715a4d4-b497-4b95-8f3f-5377943a963f,JM0ACCkdDldG95EFbDG6r8hTM8q2,"Ada momen ketegangan, tetapi itulah yang membuat kerjasama ini semakin berwarna dan menarik.",3
"022ff6b6-3f51-4a75-9b3a-0b0bcddc9c16","92e3f58e-7852-4d23-97e8-9905560c78b0",JM0ACCkdDldG95EFbDG6r8hTM8q2,Kerjasama ini membuat saya merasa puas dan senang. Terima kasih atas tim yang luar biasa!,5
"824c1e01-a91a-4ea3-9ca6-497a740856e6",e55177db-d0c5-4a8e-a7b8-f2fb9aef6c3c,JM0ACCkdDldG95EFbDG6r8hTM8q2,"Saat-saat sulit tidak bisa dihindari, namun perusahaan ini memberikan dukungan yang sangat diperlukan. Saya merasa aman.",2
"499cbe9d-d5d4-4271-b06e-7ec1a9044210","0aa70d2b-a703-4eaf-a7fe-99f12e2e8bf0",DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Meskipun ada beberapa hambatan, namun semangat positif dan komitmen perusahaan ini membuat segalanya menjadi lebih mudah.",4
"9771d258-eef2-438c-b8c0-04651ba6c8c5","74363d81-69c2-426b-863f-a45a501e5413",gb6V5uGeZSSrGwWlpKS1d6BXv242,Saya merasa cinta dengan konsep kerjasama yang unik ini. Sungguh memberikan nilai tambah bagi kami.,5
"627845ef-e4ec-45f9-bbd5-1eea2822ce06","739a78a6-32c7-4078-affa-4ecfb624e381",gb6V5uGeZSSrGwWlpKS1d6BXv242,"Meskipun ada beberapa hambatan, namun semangat positif dan komitmen perusahaan ini membuat segalanya menjadi lebih mudah.",3
"4e3cf7fd-23b7-4741-a617-7b709ce8bf9e",d0c05936-be4a-47cd-9be4-c173a1fe4013,DF0qe2AVtHbSuI4GSNq5BS5kVi63,Kejutan menyenangkan dari perusahaan ini membuat saya merasa diperhatikan dan dihargai.,4
e566c883-2422-4632-926f-0b527f336035,f1addf68-1516-405b-865e-15bf53a4f0c3,DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Saat-saat sulit tidak pernah terelakkan, tetapi perusahaan ini selalu ada untuk memberikan dukungan dan solusi.",1
a167e76e-a961-4a5e-aaa6-5f8ff7547d20,"03e9086b-51e6-480d-8ee7-541e493d728c",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Kami melalui beberapa tantangan bersama, namun hasil kerjasama ini sungguh membanggakan. Sukses terus!",1
ba85cc71-ad0f-4ebe-9709-079792484b58,"367a1868-d53d-4153-b4bb-ab82e94a398a",gb6V5uGeZSSrGwWlpKS1d6BXv242,"Kerjasama ini membuat saya merasakan berbagai emosi, tetapi hasilnya sangat memuaskan.",5
b8af408b-feaa-458b-b522-6536c48fe667,e61d8c83-099b-4a83-897f-45dbbdc6c9e3,NgNDTSxKEeV4nzODnak4iOGp6pu1,"Saya merasa tertantang, tetapi di akhir hari, hasil kerjasama ini membuat saya sangat bahagia.",1
c972f777-9eba-4dfe-ae44-1e56339ac03f,faac7c86-6b07-4bc9-9adf-eae7371ae65c,gb6V5uGeZSSrGwWlpKS1d6BXv242,"Saat-saat sulit tidak bisa dihindari, namun perusahaan ini memberikan dukungan yang sangat diperlukan. Saya merasa aman.",1
dfc79a93-63f1-451a-9d03-d13b5f74606e,ee13d8ba-82a0-439d-a57f-96d5e4c7d665,DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Terkadang ada perbedaan pendapat, namun perusahaan ini selalu mencari cara untuk mencapai kesepakatan yang saling menguntungkan.",2
ed159dd4-0912-4511-9f08-47fe12b6417c,f2297dfb-1469-4283-8ebb-66242b37b434,y4TOqSFLXtacjUX7MMsxH8XT0D03,"Terkadang ada perbedaan pendapat, namun perusahaan ini selalu mencari cara untuk mencapai kesepakatan yang saling menguntungkan.",2
"4b1f511c-6304-4498-9a28-94b6cefb54a2",c82e6b7a-01fe-4406-9fc9-cb0a48c93e35,gb6V5uGeZSSrGwWlpKS1d6BXv242,"Saat-saat sulit tidak bisa dihindari, namun perusahaan ini memberikan dukungan yang sangat diperlukan. Saya merasa aman.",1
ab0f43ee-412e-4905-883b-323b6dd23cce,"9ef614d0-d6e5-4027-83da-40d6827b24a6",DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Ada momen ketegangan, tetapi kerjasama ini membuktikan bahwa perusahaan ini dapat mengatasi segala tantangan dengan baik.",3
ea6a35e6-40cd-4384-9bdf-5d3ae5709241,"739a78a6-32c7-4078-affa-4ecfb624e381",DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Kerjasama ini membuat saya merasakan berbagai emosi, tetapi hasilnya sangat memuaskan.",1
"4a787ad0-be1f-42d8-9dab-adf0863f3128","9ebfe0ed-eba0-40b7-982c-7f1df25cd025",NgNDTSxKEeV4nzODnak4iOGp6pu1,Keberanian perusahaan ini dalam mengambil risiko membuat saya bangga menjadi bagian dari kerjasama ini.,4
a8273164-889d-4b39-a94b-0476b88e7214,e4235538-c8a4-4743-bc1e-1f3237e920f0,JM0ACCkdDldG95EFbDG6r8hTM8q2,Saya merasa sangat dihargai sebagai mitra kerjasama. Ini membuat saya merasa lebih percaya diri.,3
ad6e3b5f-0405-4c61-a4a0-9aee0ce5a3ab,"6f474833-871f-48ee-9ac2-62403bac690c",gb6V5uGeZSSrGwWlpKS1d6BXv242,"Kami melalui beberapa tantangan bersama, namun hasil kerjasama ini sungguh membanggakan. Sukses terus!",2
b269d25c-c749-4b83-a270-461ea6fb70f1,bdaedf64-2ef6-4c12-b6a0-50c308437df6,NgNDTSxKEeV4nzODnak4iOGp6pu1,"Saat kami berada dalam kesulitan, perusahaan ini memberikan dukungan moral yang membuat hati kami hangat.",2
"5d78b1fc-55d0-4651-b379-95f44ca77165","017aee57-c67b-4e04-a376-5ad976f1616d",OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Kerjasama ini membuat saya merasakan berbagai emosi, tetapi hasilnya sangat memuaskan.",4
aed4460a-425d-49cf-a20c-b6afb85cd828,"38f046e5-67a5-4545-893c-2ecc9d93b4f0",DF0qe2AVtHbSuI4GSNq5BS5kVi63,Kerjasama ini membuat saya merasa puas dan senang. Terima kasih atas tim yang luar biasa!,3
e807ba3f-03bb-49e0-9476-b008d7acbf4b,"9d869cec-d0e8-43bf-9538-2ecafda89e18",JM0ACCkdDldG95EFbDG6r8hTM8q2,"Ada momen ketegangan, tetapi itulah yang membuat kerjasama ini semakin berwarna dan menarik.",5
"52d6e733-cf62-47b1-8539-6c4e2aa3638a","38f046e5-67a5-4545-893c-2ecc9d93b4f0",gb6V5uGeZSSrGwWlpKS1d6BXv242,Saya sangat senang bisa menjalin kerjasama dengan perusahaan yang memiliki visi dan misi yang sejalan dengan kami.,4
b74fb415-b3ab-4d93-86cc-3050b25ffe3b,"0a90e3f9-5990-4878-b6b5-05c9c6b0b2b6",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Beberapa masalah muncul, namun respons cepat dan solusi yang diberikan membuat semuanya menjadi lebih baik.",5
fad36100-4a33-451c-a95a-0216feebefa3,f464071c-b00e-4cd7-8e32-a231ba6a4edd,gb6V5uGeZSSrGwWlpKS1d6BXv242,Saya merasa terharu dengan dukungan yang diberikan oleh perusahaan ini. Mereka sungguh peduli terhadap kesuksesan kami.,5
"746081f9-e1b8-4d9a-84c7-43b7d43fe0ad",e55177db-d0c5-4a8e-a7b8-f2fb9aef6c3c,y4TOqSFLXtacjUX7MMsxH8XT0D03,"Kerjasama ini membuat saya merasakan berbagai emosi, tetapi hasilnya sangat memuaskan.",1
"7ac437c9-eea6-40bd-ac91-7a7614a685cc","20c4de90-4583-4ec1-bb00-b7f91a416716",gb6V5uGeZSSrGwWlpKS1d6BXv242,Kejutan menyenangkan dari perusahaan ini membuat saya merasa diperhatikan dan dihargai.,4
c9915ebe-ca7f-4942-b54c-1dc406643655,a52eb205-f110-479f-8c98-b5ae3fe15390,y4TOqSFLXtacjUX7MMsxH8XT0D03,"Saat-saat sulit tidak pernah terelakkan, tetapi perusahaan ini selalu ada untuk memberikan dukungan dan solusi.",5
b3a25d27-2581-4752-a2a1-4ce373ce3bcc,"9953b42d-250b-4bc6-a4a2-1ec5915ffec0",NgNDTSxKEeV4nzODnak4iOGp6pu1,"Kerjasama ini membuat saya merasakan berbagai emosi, tetapi hasilnya sangat memuaskan.",1
"7a987db8-58fb-442e-85c0-fac5720ba547","073075d1-1c5f-4477-badc-517c26d11bff",NgNDTSxKEeV4nzODnak4iOGp6pu1,Saya merasa terharu dengan dukungan yang diberikan oleh perusahaan ini. Mereka sungguh peduli terhadap kesuksesan kami.,5
"708ae221-0d95-4773-a2bf-4a77addd3dfe","7c2531fe-5bc9-403c-b323-b21b3749bdf8",gb6V5uGeZSSrGwWlpKS1d6BXv242,Saya sangat senang bisa menjalin kerjasama dengan perusahaan yang memiliki visi dan misi yang sejalan dengan kami.,5
"0e7b4fc7-cc38-427f-b41d-271af98522a2",f243a3b2-a3a6-4c22-8b8c-5d57f920c7cb,OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Beberapa masalah muncul, namun respons cepat dan solusi yang diberikan membuat semuanya menjadi lebih baik.",1
ed12d677-f100-40a6-bdd4-19051a1fbd68,"19b77b1a-df2b-4c11-9854-33999ec41565",OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Meskipun ada beberapa hambatan, namun semangat positif dan komitmen perusahaan ini membuat segalanya menjadi lebih mudah.",4
"3863d4b4-d863-4bc3-88f6-8a37f980ca55",c715a4d4-b497-4b95-8f3f-5377943a963f,gb6V5uGeZSSrGwWlpKS1d6BXv242,"Beberapa masalah muncul, namun respons cepat dan solusi yang diberikan membuat semuanya menjadi lebih baik.",2
cb1a5cb8-b134-422f-92b5-ce643fc5e2b5,"5af7d1ed-6bf3-4c7c-abc5-ad3e8f05696a",NgNDTSxKEeV4nzODnak4iOGp6pu1,Kejutan menyenangkan dari perusahaan ini membuat saya merasa diperhatikan dan dihargai.,3
"10e1080e-99ff-4baa-a38f-58e033a0870c","739a78a6-32c7-4078-affa-4ecfb624e381",gb6V5uGeZSSrGwWlpKS1d6BXv242,"Saat-saat sulit tidak pernah terelakkan, tetapi perusahaan ini selalu ada untuk memberikan dukungan dan solusi.",5
"0133f2af-9d74-4610-8ea7-a8ab241d1f4b","796592cb-4395-49c8-bb78-17559c847062",JM0ACCkdDldG95EFbDG6r8hTM8q2,"Kami melalui beberapa tantangan bersama, namun hasil kerjasama ini sungguh membanggakan. Sukses terus!",5
"8dcf09b1-50e0-4e85-ac22-a3fe394167c9",c715a4d4-b497-4b95-8f3f-5377943a963f,y4TOqSFLXtacjUX7MMsxH8XT0D03,"Terkadang ada perbedaan pendapat, namun perusahaan ini selalu mencari cara untuk mencapai kesepakatan yang saling menguntungkan.",4
"63cdfd2a-3f6d-4b70-9ad9-c6bfcbaefa0f",ee13d8ba-82a0-439d-a57f-96d5e4c7d665,DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Ada momen ketegangan, tetapi itulah yang membuat kerjasama ini semakin berwarna dan menarik.",4
"6f5d0187-9170-4f02-80a6-210f7fa7e78c",afd70d6d-df42-44ea-8a74-71000c7cdfc2,NgNDTSxKEeV4nzODnak4iOGp6pu1,Kerjasama ini membuat saya merasa puas dan senang. Terima kasih atas tim yang luar biasa!,4
"0509b15b-4b9b-431a-9683-7a6f751660c9","0a90e3f9-5990-4878-b6b5-05c9c6b0b2b6",DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Ada momen ketegangan, tetapi itulah yang membuat kerjasama ini semakin berwarna dan menarik.",5
f8d57390-1512-47da-b880-c96bb04433ab,"7837d5a3-5342-42b5-aacd-37f1bb09d60b",JM0ACCkdDldG95EFbDG6r8hTM8q2,"Ada momen ketegangan, tetapi kerjasama ini membuktikan bahwa perusahaan ini dapat mengatasi segala tantangan dengan baik.",5
"1b8df137-fc86-4a38-9cf4-00becdcf56e3","38f046e5-67a5-4545-893c-2ecc9d93b4f0",NgNDTSxKEeV4nzODnak4iOGp6pu1,Kejutan menyenangkan dari perusahaan ini membuat saya merasa diperhatikan dan dihargai.,2
bda1c0db-b7b4-4697-8ce7-99970d2e5331,cae80d5c-ab95-4918-bc81-232cc5a25c9d,gb6V5uGeZSSrGwWlpKS1d6BXv242,"Saya merasa tertantang, tetapi di akhir hari, hasil kerjasama ini membuat saya sangat bahagia.",1
"23004602-c4a3-4e64-9c50-b9770833601d",c715a4d4-b497-4b95-8f3f-5377943a963f,DF0qe2AVtHbSuI4GSNq5BS5kVi63,Saya merasa cinta dengan konsep kerjasama yang unik ini. Sungguh memberikan nilai tambah bagi kami.,1
"8d4136f1-185a-4f17-86d0-1eb86f342199",a02bb33b-f592-492e-b7ba-e76f385c72b4,gb6V5uGeZSSrGwWlpKS1d6BXv242,Saya merasa terharu dengan dukungan yang diberikan oleh perusahaan ini. Mereka sungguh peduli terhadap kesuksesan kami.,2
"1ee0e801-71b2-4218-863a-e9900e4eb49f","0fc5680a-a1ea-44f4-a465-32f69110d06f",OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Meskipun ada beberapa hambatan, namun semangat positif dan komitmen perusahaan ini membuat segalanya menjadi lebih mudah.",3
"6fd5c232-d5b5-41b9-b862-216a4f3b9791","44896ff7-20d5-46dc-a38d-a32bf92798a3",NgNDTSxKEeV4nzODnak4iOGp6pu1,Saya merasa cinta dengan konsep kerjasama yang unik ini. Sungguh memberikan nilai tambah bagi kami.,5
"4f6f837a-0a07-415e-8cd7-9bb15cd6b15f",e55177db-d0c5-4a8e-a7b8-f2fb9aef6c3c,JM0ACCkdDldG95EFbDG6r8hTM8q2,"Ada rasa khawatir saat memulai kerjasama, namun semua ketakutan itu hilang ketika melihat dedikasi dan profesionalisme perusahaan ini.",5
"10f0f8f5-6f1c-489a-91e2-f6a2e061ded5","5c477c10-31c2-4bb7-9392-32859133ebb8",NgNDTSxKEeV4nzODnak4iOGp6pu1,Saya merasa terharu dengan dukungan yang diberikan oleh perusahaan ini. Mereka sungguh peduli terhadap kesuksesan kami.,3
