"id","mp_id","user_id","review","rating"
"6b796081-d889-4d69-8f4e-29c1ed941266","3c1d85ae-a503-47c7-a276-37ea299a6b8c",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Saya merasa sangat takut dengan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan klarifikasi yang diperlukan, meninggalkan kami dalam kebingungan.",5
"9b1943cc-9f5f-4cb2-aacc-5a35d0cfc22f","4b9af191-82cc-4eac-9c32-304e25cc04be",IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,"Kerja sama dengan media partner ini membuatku merasa sedih. Mereka tidak memahami visi kami dan hasilnya jauh dari harapan, merugikan semangat tim kami.",5
ca38cf68-db93-44fa-97e0-bdce2fa09d8e,fab386a6-be2d-4a4b-ab96-ed39206594c6,gb6V5uGeZSSrGwWlpKS1d6BXv242,Kerja sama dengan media partner ini membuat saya merasa sangat sedih. Mereka tidak memahami nilai-nilai etika bisnis dan seringkali melakukan tindakan yang merugikan reputasi kami.,1
"401dbe52-d697-4363-b927-02d36dad0166","4f22a7c9-36c6-40d3-bd1e-348535b3e038",NgNDTSxKEeV4nzODnak4iOGp6pu1,Saya benar-benar marah dengan media partner ini. Mereka tidak menghormati tenggat waktu dan tidak memberikan dukungan yang dijanjikan. Hal ini merugikan bisnis kami secara signifikan.,5
a5d3da6f-7bec-4d6f-beb1-550dbff04cac,"22f9ac88-e04a-4780-bbaa-daf329a22df1",gb6V5uGeZSSrGwWlpKS1d6BXv242,"Saya merasa sangat mencintai kolaborasi kami dengan media partner ini. Mereka tidak hanya mitra kerja, tetapi juga teman yang selalu mendukung dan berusaha memberikan yang terbaik untuk kesuksesan proyek bersama.",4
cf3ad8c6-2f8c-499e-95f5-ba449c6564bb,"69abb20a-6703-4cb0-b4b6-7b19fbd6b0ed",NgNDTSxKEeV4nzODnak4iOGp6pu1,Keputusan untuk bekerja sama dengan media partner ini adalah keputusan terbaik yang pernah kami buat. Mereka tidak hanya efisien tetapi juga sangat ramah dan mudah bekerja sama.,4
"1d6a7c62-13fa-4360-b2db-6b1df688ab14","5da3b8dd-4c33-4a73-a564-625eefba1027",JM0ACCkdDldG95EFbDG6r8hTM8q2,Kerja sama dengan media partner ini membuat saya merasa sangat sedih. Mereka tidak memahami nilai-nilai etika bisnis dan seringkali melakukan tindakan yang merugikan reputasi kami.,4
"1203b87b-40bb-4f11-bca7-032da08c3a51","8eae6cfc-cc42-4bc8-bfed-26610bde804f",J7l0KeXZcmYuii5NqnwiTnz7cf13,"Setiap kali harus berhadapan dengan media partner ini, saya merasa takut akan konsekuensi yang mungkin terjadi. Mereka tidak dapat diandalkan dan sering kali membuat keputusan impulsif.",2
"454f8436-b795-45fc-a6ab-9dc1f21e2b7e","140cc6c3-f66f-45f3-b920-2b2a16b966ac",ExX1Zp5dTGdY54h3ENuW36I15Fq1,Rasanya seperti bekerja di bawah ancaman konstan saat bermitra dengan media partner ini. Mereka tidak memberikan kepastian dan seringkali mengubah kebijakan tanpa pemberitahuan sebelumnya.,5
d2dbb306-a329-43f1-8e1e-46eca163a1a0,"9653308c-34e5-4844-9a79-a8288712f11d",ewfwHeAgl4ckVGnINSJNiHZYLPh2,Keputusan untuk bekerja dengan media partner ini membawa kebahagiaan besar bagi tim kami. Mereka memberikan hasil yang luar biasa dan mendukung kami sepenuh hati.,5
"9d24fbbb-ed36-40b7-b77b-f62f35262990","69abb20a-6703-4cb0-b4b6-7b19fbd6b0ed",ZWPKKeyXgRMYMqkyok2Vjqpihf13,Pengalaman bekerja sama dengan media partner ini membuat saya merasa sangat sedih. Mereka tidak memenuhi komitmen mereka dan merugikan proyek kami secara signifikan.,5
"764f06ce-ef4b-4105-bb99-ea46fd2b8666","7f0981d9-0a1f-4e72-adca-d14c52f513ea",y4TOqSFLXtacjUX7MMsxH8XT0D03,Saya merasa sangat sedih dengan kurangnya komunikasi yang baik dari media partner ini. Sulit untuk menjalin kerjasama yang sukses tanpa transparansi.,2
"0c804514-407c-44b5-831e-ab2ee0c71121","745c03c3-d49a-4c0a-a32c-986479a3e15a",J7l0KeXZcmYuii5NqnwiTnz7cf13,"Pengalaman bekerja dengan media partner ini membuat saya sangat marah. Mereka tidak menghargai ide-ide kami dan seringkali membuat keputusan tanpa konsultasi, merugikan proyek kami.",3
b0ebdf67-5c54-42e8-baee-bdc41a9d7ab7,d8224e6b-486f-4955-bc11-c0e1e1e4ea34,NgNDTSxKEeV4nzODnak4iOGp6pu1,Saya sangat bahagia dengan hasil kerja sama bersama media partner ini. Mereka tidak hanya profesional tetapi juga sangat responsif terhadap kebutuhan kami.,5
"2050de96-111b-40c3-9067-14bfa2b92c9e","51a49091-d2f8-460f-9933-c3f94e7aa27e",J7l0KeXZcmYuii5NqnwiTnz7cf13,Pengalaman bekerja sama dengan media partner ini membuatku merasa kecewa. Mereka tidak memenuhi janji-janji mereka dan proyek kami berakhir dengan hasil yang sangat mengecewakan.,1
be2578ca-b858-4a7f-b73f-faa838cd7a0f,"7a9fca8f-777b-42f9-b8a1-69d5b05cbce0",gb6V5uGeZSSrGwWlpKS1d6BXv242,Saya mencintai energi positif yang dimiliki media partner ini. Mereka selalu membawa semangat positif ke setiap pertemuan dan benar-benar menjadi mitra yang menginspirasi.,4
"4c115190-0633-46bf-b621-351881008c24","65b38dc8-09f4-4ecc-a016-330b2ad1a573",ZWPKKeyXgRMYMqkyok2Vjqpihf13,Saya merasa begitu mencintai kreativitas dan dedikasi media partner ini. Mereka benar-benar mengerti visi kami dan bekerja keras untuk membantu kami mencapainya.,5
ed840f19-dac3-464e-b9bb-209e95c90d56,"1ecaf398-cd68-493a-933e-8bdc8ad76041",XjcC8RP2v5eWNy1dnjfjVWozs1r1,Saya sangat bahagia dengan hasil kerja sama bersama media partner ini. Mereka tidak hanya profesional tetapi juga sangat responsif terhadap kebutuhan kami.,4
a2ed876f-74e6-43a6-a9b8-91919ee5b4fa,ec765234-7a35-4adf-b2df-91b9cc9204f1,iUsn07i7eQPIQmq5YoRNfCj4WO02,Saya mencintai semangat positif yang dibawa oleh media partner ini. Mereka selalu siap membantu dan memberikan dukungan yang dibutuhkan.,3
"43f3c8f3-57bc-48ed-848f-3bed54d196e4","278f7128-56d4-4325-baa5-de68a956b3fc",ewfwHeAgl4ckVGnINSJNiHZYLPh2,Saya merasa takut dengan ketidakpastian yang disajikan oleh media partner ini. Komunikasi buruk dan ketidakjelasan membuat saya khawatir tentang arah proyek ini.,1
c4b61a36-4054-45d8-97eb-f8e3c762f9df,"6c82cf36-f1db-4d06-b6cf-5182cae0053d",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Saya merasa sangat mencintai kreativitas dan dedikasi media partner ini. Mereka tidak hanya bekerja untuk proyek, tetapi benar-benar mencintai apa yang mereka lakukan.",3
c2d87888-af56-4916-b29b-db6e2c72f14b,fab386a6-be2d-4a4b-ab96-ed39206594c6,IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,Rasa marah saya meluap setiap kali berurusan dengan media partner ini. Mereka tidak menghormati kesepakatan dan seringkali mengabaikan masukan yang kami berikan.,5
"70a5a03f-a291-4295-b339-dc5c3d0132dc","43eccdb4-e68b-40e5-a7d6-6a93be2539c2",iUsn07i7eQPIQmq5YoRNfCj4WO02,Saya mencintai semangat kerja sama tim kami dengan media partner ini. Mereka tidak hanya bekerja sebagai mitra bisnis tetapi juga sebagai teman sejati.,2
"1e2c3bc9-f830-4458-8ffe-91591cd69937","1874fee1-9367-4c7f-9476-ff48892d80e9",gb6V5uGeZSSrGwWlpKS1d6BXv242,Saya merasa sangat takut dengan kurangnya keandalan dari media partner ini. Mereka seringkali tidak dapat dipercaya dan membuat kami khawatir tentang keberlanjutan proyek.,5
b9226d6e-076f-4074-8487-f4fd5bbe9005,"950dca1d-c5d0-4b49-adda-e546dd8fd2c7",hDJOcnOfE4aEJT6sDdJSaYEcqty1,Saya benar-benar marah dengan media partner ini. Mereka tidak menghormati tenggat waktu dan tidak memberikan dukungan yang dijanjikan. Hal ini merugikan bisnis kami secara signifikan.,5
"89bd8cb0-24ae-48e8-b969-3a67f752b870","945f04b7-e2a5-4709-b548-bde9f0babda1",ExX1Zp5dTGdY54h3ENuW36I15Fq1,Saya merasa benar-benar marah dengan sikap tidak profesional media partner ini. Mereka tidak menghargai waktu kami dan seringkali mengabaikan masukan yang diberikan.,1
"8cf56b03-848d-4ca0-8660-eb4cf5350d2a","1eca0bde-4a8f-4c83-8f2c-00fdf3afa085","4H8LzTrrO9ZwVNPSFB4mOR1VPl32",Rasanya seperti bekerja di bawah ancaman konstan saat bermitra dengan media partner ini. Mereka tidak memberikan kepastian dan seringkali mengubah kebijakan tanpa pemberitahuan sebelumnya.,4
ae60d803-1802-43a7-9028-f9eed173480c,dfdf2dac-061b-4c06-9e66-1bf7481365e2,gb6V5uGeZSSrGwWlpKS1d6BXv242,Kerja sama dengan media partner ini membuat saya merasa sangat sedih. Mereka tidak menghargai kontribusi tim kami dan seringkali mengecewakan dengan hasil akhirnya.,2
"0a90bf0b-f626-4376-a4e0-ff5b75ebf156","267e04f0-1026-43fa-9b20-a96cb204b41f",J7l0KeXZcmYuii5NqnwiTnz7cf13,Saya sungguh bahagia dengan hasil kerja sama bersama media partner ini. Mereka sangat inovatif dan membantu mengangkat merek kami ke tingkat yang lebih tinggi.,4
c788aeaf-368d-4b34-b2ce-48d820c084ae,"5466d296-1a74-4101-bcb0-5d11df5487a8","4H8LzTrrO9ZwVNPSFB4mOR1VPl32",Kolaborasi dengan media partner ini benar-benar membuatku jatuh cinta. Mereka tidak hanya profesional tetapi juga ramah dan selalu siap membantu.,1
"053ba46e-7715-4567-af38-901e212e4014","250c6448-285f-4bf6-8ff3-abd2283e8fc5",OFt6HkGGNcfL1TXYmOxbHr01cxT2,Pengalaman bekerja sama dengan media partner ini membuat saya merasa sangat sedih. Mereka tidak menghargai kontribusi kami dan seringkali mengabaikan ide-ide yang kami berikan.,4
d3db0556-77d7-448c-ab62-49275f66258e,"4d611e3c-879b-4348-bb74-29d09f0216b7",ewfwHeAgl4ckVGnINSJNiHZYLPh2,Saya sangat bahagia dengan hasil kerja sama bersama media partner ini. Mereka tidak hanya profesional tetapi juga sangat responsif terhadap kebutuhan kami.,1
"88c4d79b-2493-4b77-9121-630d75d2b9d2","73331035-b2f1-4636-aec7-538924aaaf61",y4TOqSFLXtacjUX7MMsxH8XT0D03,"Saya merasa sangat mencintai kreativitas dan dedikasi media partner ini. Mereka tidak hanya bekerja untuk proyek, tetapi benar-benar mencintai apa yang mereka lakukan.",2
a5a9f6fc-cb5d-45f2-afd4-bffc07e08138,f25189ef-97b4-40de-bd7f-d3e7f02f69e9,V5FgAoGjkTMTDn7QeVLop58t1XR2,Saya merasa begitu mencintai semangat kolaboratif media partner ini. Mereka selalu siap bekerja sama untuk mencapai tujuan bersama.,3
"98a110c7-3816-4454-a5e9-8aab3172173f",a425ad03-8ab5-4fe8-877a-09c5803b1163,ewfwHeAgl4ckVGnINSJNiHZYLPh2,Rasa frustrasi dan kemarahan melanda setiap kali berurusan dengan media partner ini. Mereka tidak menghormati komitmen dan seringkali membuat keputusan tanpa pertimbangan.,4
b96220aa-0282-41ef-8a9d-db902aabf320,f25189ef-97b4-40de-bd7f-d3e7f02f69e9,iUsn07i7eQPIQmq5YoRNfCj4WO02,"Saya merasa takut akan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan informasi yang cukup, meninggalkan kami dalam kegelapan.",3
"13017499-8b11-4dd9-bf43-833e9556e43d",ea084f29-cd00-4021-a3f9-51bc903c6ab2,XkmmZwdvYNbpFSW8bOKzn5FCGvA3,Pengalaman bekerja sama dengan media partner ini membuatku merasa kecewa. Mereka tidak memenuhi janji-janji mereka dan proyek kami berakhir dengan hasil yang sangat mengecewakan.,3
"1742aa33-864e-43d1-a6ba-667af1599fc0",e618cd3f-60e1-463a-b37f-b64511b294bf,ExX1Zp5dTGdY54h3ENuW36I15Fq1,"Pengalaman bekerja dengan media partner ini membuat saya sangat marah. Mereka tidak menghargai ide-ide kami dan seringkali membuat keputusan tanpa konsultasi, merugikan proyek kami.",2
"1edabf71-c70a-4025-94f3-45c36e00ced5","9653308c-34e5-4844-9a79-a8288712f11d",rizX0THPSqWIN651qAgAwKOjFaL2,Saya mencintai semangat positif yang dibawa oleh media partner ini. Mereka selalu siap membantu dan memberikan dukungan yang dibutuhkan.,5
c317457a-853b-4044-b84f-2fc0cebe7983,"82ee2dd4-401c-4712-bbed-26712d9ed2df",XkmmZwdvYNbpFSW8bOKzn5FCGvA3,"Saya merasa takut akan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan informasi yang cukup, meninggalkan kami dalam kegelapan.",5
"8ed9e2ea-175f-4b62-8b0c-2ae86ae3fec4","1eca0bde-4a8f-4c83-8f2c-00fdf3afa085",hDJOcnOfE4aEJT6sDdJSaYEcqty1,"Setiap kali harus berhadapan dengan media partner ini, saya merasa takut akan konsekuensi yang mungkin terjadi. Mereka tidak dapat diandalkan dan sering kali membuat keputusan impulsif.",3
"57268271-6ae7-4939-a7fb-9ef953fec0a1","383fd193-41de-4612-9e92-eaf299508dc3",XjcC8RP2v5eWNy1dnjfjVWozs1r1,"Saya merasa takut akan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan informasi yang cukup, meninggalkan kami dalam kegelapan.",5
"31bd3700-f870-4808-bf41-c6e85b18f494","246e9d59-9948-4160-8fbb-6923b5e5e5a2",V5FgAoGjkTMTDn7QeVLop58t1XR2,Saya merasa sangat sedih dengan kurangnya komunikasi yang baik dari media partner ini. Sulit untuk menjalin kerjasama yang sukses tanpa transparansi.,3
fb2310d4-7a3f-4ce4-968c-5b995217a5a2,"90edde71-823c-40af-a503-63ecb7a36095",DMfvXxksAubICeFJ40Jb5IRsaeM2,Saya merasa begitu mencintai kreativitas dan dedikasi media partner ini. Mereka benar-benar mengerti visi kami dan bekerja keras untuk membantu kami mencapainya.,5
d0408ce0-613c-4374-9b8a-8492bf2fe5e5,"5d6d09ad-a731-4423-b999-2f6d677bc39c",IBsQ6OO9nEYnNM4Rcl66zE1dnjU2,"Saya merasa sangat takut dengan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan klarifikasi yang diperlukan, meninggalkan kami dalam kebingungan.",5
"50ae3963-ab66-4d24-b2d6-12fad9077f8a","140cc6c3-f66f-45f3-b920-2b2a16b966ac",iUsn07i7eQPIQmq5YoRNfCj4WO02,Saya mencintai semangat positif yang dibawa oleh media partner ini. Mereka selalu siap membantu dan memberikan dukungan yang dibutuhkan.,4
"31602b64-72d2-4f82-8039-6a7423485e8c",e78602d4-a8f7-40e8-90cd-3227c916bbb0,ExX1Zp5dTGdY54h3ENuW36I15Fq1,Rasa marah saya meluap setiap kali berurusan dengan media partner ini. Mereka tidak menghormati kesepakatan dan seringkali mengabaikan masukan yang kami berikan.,4
"6050350c-d8de-4a48-a730-f1b00264a48c","8257b5f3-1f4c-4c2c-82f0-b4230126fa24",DF0qe2AVtHbSuI4GSNq5BS5kVi63,"Saya merasa sangat mencintai kreativitas dan dedikasi media partner ini. Mereka tidak hanya bekerja untuk proyek, tetapi benar-benar mencintai apa yang mereka lakukan.",4
"0e7fc07c-6c7b-4574-877f-8ee23d3d4da9","019d55d5-6f29-438e-860b-e5eb2bc905e9",JM0ACCkdDldG95EFbDG6r8hTM8q2,Saya mencintai energi positif yang dimiliki media partner ini. Mereka selalu membawa semangat positif ke setiap pertemuan dan benar-benar menjadi mitra yang menginspirasi.,4
"6b092ff4-4915-4ca1-93fe-338460071281","6b0b5bf3-16f4-4405-b0ae-4313228ee31f",DF0qe2AVtHbSuI4GSNq5BS5kVi63,Saya merasa sangat takut dengan kurangnya keandalan dari media partner ini. Mereka seringkali tidak dapat dipercaya dan membuat kami khawatir tentang keberlanjutan proyek.,5
"3885b01c-7879-4b33-8569-aecbfb588fbf","496246fb-d01a-4aef-b742-5f5d9c40753a",XjcC8RP2v5eWNy1dnjfjVWozs1r1,Pengalaman bekerja sama dengan media partner ini membuatku merasa kecewa. Mereka tidak memenuhi janji-janji mereka dan proyek kami berakhir dengan hasil yang sangat mengecewakan.,4
"1405722c-73ba-4e2e-ae96-c77b8d7523f3","1065cf60-39be-4d49-9f56-605718a05684",OFt6HkGGNcfL1TXYmOxbHr01cxT2,Saya merasa sangat sedih dengan kurangnya komunikasi yang baik dari media partner ini. Sulit untuk menjalin kerjasama yang sukses tanpa transparansi.,2
b264266d-8b3d-4b89-88fb-9fa4f6c5e56c,c502e6bb-b516-479f-9de4-14ae22a91c0c,JM0ACCkdDldG95EFbDG6r8hTM8q2,Saya merasa takut dengan tidak konsistennya media partner ini. Sulit untuk memprediksi bagaimana proyek akan berkembang karena mereka seringkali mengubah strategi tanpa pemberitahuan.,3
"2bcb61af-3b60-40ab-a255-8cd0fbd2eed2",abb5b10f-9cc2-460c-b40a-a0f417ca7542,rizX0THPSqWIN651qAgAwKOjFaL2,Rasa marah mendalam muncul setiap kali berurusan dengan media partner ini. Mereka tidak bertanggung jawab dan seringkali menyalahkan pihak lain atas kesalahan mereka sendiri.,5
c51b0da5-3118-42e9-95d9-f26e9339e912,"945f04b7-e2a5-4709-b548-bde9f0babda1",f673otlb7QaO724971yL9oMVTcZ2,"Saya merasa takut akan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan informasi yang cukup, meninggalkan kami dalam kegelapan.",4
"661f75eb-07e8-4b8e-a7e0-82b34855d3ba",dc654a3f-4a4a-44a8-8f6b-19519ab5208b,ewfwHeAgl4ckVGnINSJNiHZYLPh2,Saya merasa takut dengan ketidakpastian yang disajikan oleh media partner ini. Komunikasi buruk dan ketidakjelasan membuat saya khawatir tentang arah proyek ini.,5
"016032ef-441c-4138-8796-58082a6ecf32",b5f985b6-0583-4104-ac42-e6c2966d7d98,XjcC8RP2v5eWNy1dnjfjVWozs1r1,Kegembiraan melanda tim kami setiap kali berkolaborasi dengan media partner ini. Mereka tidak hanya memberikan hasil yang hebat tetapi juga menciptakan lingkungan kerja yang positif.,4
"98282066-165f-4d5b-bca2-ae816ab74653","7566c8e3-d796-499f-83f5-0530fa6d5ac0",OFt6HkGGNcfL1TXYmOxbHr01cxT2,"Saya merasa takut akan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan informasi yang cukup, meninggalkan kami dalam kegelapan.",2
"098fcfcb-9379-4538-8318-e298e4a47260",c2a2b772-6696-476e-b230-7eda70a1d453,ZWPKKeyXgRMYMqkyok2Vjqpihf13,Kerja sama dengan media partner ini membuat saya merasa sangat sedih. Mereka tidak memahami nilai-nilai etika bisnis dan seringkali melakukan tindakan yang merugikan reputasi kami.,3
"2edd34c6-1352-4ad1-9eb7-4b63702649b2","8a59b50c-8dea-4cc2-a950-80a8ccde9393",J7l0KeXZcmYuii5NqnwiTnz7cf13,Saya merasa sangat takut dengan tidak terduga dari media partner ini. Mereka tidak konsisten dan seringkali membuat perubahan tanpa memberikan pemberitahuan yang cukup.,5
aed2011a-2866-4470-bf4e-78a03a431c07,fb47ef4b-e90c-4323-b914-9b8f7203a831,OFt6HkGGNcfL1TXYmOxbHr01cxT2,Kerja sama dengan media partner ini membuat saya merasa sangat sedih. Mereka tidak menghargai kontribusi tim kami dan seringkali mengecewakan dengan hasil akhirnya.,1
"38d001e7-b2a6-43d0-8960-4d2931690376","8257b5f3-1f4c-4c2c-82f0-b4230126fa24",iUsn07i7eQPIQmq5YoRNfCj4WO02,"Saya merasa sangat takut dengan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan klarifikasi yang diperlukan, meninggalkan kami dalam kebingungan.",5
a172dc38-1c90-4592-ae87-09b1d396e57e,"1ac91de0-f91f-40b1-9e8d-e075b633f541",V5FgAoGjkTMTDn7QeVLop58t1XR2,"Saya merasa sangat takut dengan ketidakpastian yang dihadirkan oleh media partner ini. Mereka seringkali tidak memberikan klarifikasi yang diperlukan, meninggalkan kami dalam kebingungan.",2
"4614df1d-a759-4b75-b008-704544100a94",d8224e6b-486f-4955-bc11-c0e1e1e4ea34,iUsn07i7eQPIQmq5YoRNfCj4WO02,Pengalaman bekerja sama dengan media partner ini membuatku merasa kecewa. Mereka tidak memenuhi janji-janji mereka dan proyek kami berakhir dengan hasil yang sangat mengecewakan.,3
"699bdcf7-8902-4c2d-8fd2-b8059b19eaf2",ec2fe918-87fa-4421-ba3a-22175335757b,J7l0KeXZcmYuii5NqnwiTnz7cf13,Keputusan untuk bekerja sama dengan media partner ini adalah keputusan terbaik yang pernah kami buat. Mereka tidak hanya efisien tetapi juga sangat ramah dan mudah bekerja sama.,5
